00:02:29 system        | redis_cache.1 started (pid=1247269)
00:33:43 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:43] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:33:43 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:43] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:52] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:33:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:52] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:52] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:33:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:52] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:52] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:56 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:56] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:33:56 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:56] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:56 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:56] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:33:56 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:56] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:33:56 web.1         | 127.0.0.1 - - [08/Apr/2026 00:33:56] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:34:35 web.1         | 127.0.0.1 - - [08/Apr/2026 00:34:35] "GET /api/resource/DocType?fields=["name",+"module"]&limit_page_length=500&filters=[["module",+"%3D",+"Accounts"]] HTTP/1.1" 200 -
00:42:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:42:52] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:42:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:42:52] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:42:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:42:52] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:42:52 web.1         | 127.0.0.1 - - [08/Apr/2026 00:42:52] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:42:53 web.1         | 127.0.0.1 - - [08/Apr/2026 00:42:53] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:43:20 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:20] "[32mGET /app/home HTTP/1.1[0m" 301 -
00:43:20 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:20] "GET /desk/home HTTP/1.1" 200 -
00:43:20 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:20] "GET /api/method/frappe.desk.doctype.event.event.get_events?start=2026-04-08&end=2026-04-08&_=1775589200653 HTTP/1.1" 200 -
00:43:20 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:20] "GET /api/method/frappe.desk.doctype.notification_log.notification_log.get_notification_logs?limit=20&_=1775589200652 HTTP/1.1" 200 -
00:43:20 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:20] "GET /api/method/frappe.realtime.get_user_info HTTP/1.1" 200 -
00:43:21 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:21] "GET /api/method/frappe.desk.desktop.get_desktop_page?page={"name":"Home","title":"Home","public":1}&_=1775589200651 HTTP/1.1" 200 -
00:43:21 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:21] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:43:21 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:21] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:43:21 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:21] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:43:21 web.1         | 127.0.0.1 - - [08/Apr/2026 00:43:21] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:43:49 redis_queue.1 | 25036:M 08 Apr 2026 00:43:49.480 * 100 changes in 300 seconds. Saving...
00:43:49 redis_queue.1 | 25036:M 08 Apr 2026 00:43:49.481 * Background saving started by pid 43021
00:43:49 redis_queue.1 | 43021:C 08 Apr 2026 00:43:49.487 * DB saved on disk
00:43:49 redis_queue.1 | 43021:C 08 Apr 2026 00:43:49.488 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
00:43:49 redis_queue.1 | 25036:M 08 Apr 2026 00:43:49.582 * Background saving terminated with success
00:44:33 web.1         | 127.0.0.1 - - [08/Apr/2026 00:44:33] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:44:33 web.1         | 127.0.0.1 - - [08/Apr/2026 00:44:33] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:44:33 web.1         | 127.0.0.1 - - [08/Apr/2026 00:44:33] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:44:33 web.1         | 127.0.0.1 - - [08/Apr/2026 00:44:33] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:44:33 web.1         | 127.0.0.1 - - [08/Apr/2026 00:44:33] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:48:32 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:32] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:48:32 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:32] "GET /api/method/frappe.auth.get_logged_user HTTP/1.1" 200 -
00:48:32 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:32] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:48:32 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:32] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:48:32 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:32] "GET /api/resource/Workspace?fields=["name",+"title",+"module"]&limit_page_length=100 HTTP/1.1" 200 -
00:48:44 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:44] "[32mGET /app/home HTTP/1.1[0m" 301 -
00:48:45 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:45] "GET /desk/home HTTP/1.1" 200 -
00:48:45 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:45] "GET /api/method/frappe.desk.doctype.event.event.get_events?start=2026-04-08&end=2026-04-08&_=1775589525827 HTTP/1.1" 200 -
00:48:45 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:45] "GET /api/method/frappe.desk.doctype.notification_log.notification_log.get_notification_logs?limit=20&_=1775589525826 HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "GET /api/method/frappe.realtime.get_user_info HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "GET /api/method/frappe.desk.desktop.get_desktop_page?page={"name":"Home","title":"Home","public":1}&_=1775589525825 HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:48:46 web.1         | 127.0.0.1 - - [08/Apr/2026 00:48:46] "POST /api/method/frappe.desk.reportview.get_count HTTP/1.1" 200 -
00:49:07 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:07] "GET /api/resource/DocType?fields=["name",+"module"]&limit_page_length=500&filters=[["module",+"%3D",+"Accounts"]] HTTP/1.1" 200 -
00:49:13 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:13] "GET /api/resource/DocType?fields=["name",+"module"]&limit_page_length=500&filters=[["module",+"%3D",+"Accounts"]] HTTP/1.1" 200 -
00:49:35 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:35] "GET /desk HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "GET /api/method/frappe.realtime.get_user_info HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "POST /api/method/frappe.desk.desk_page.getpage HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "GET /api/method/frappe.desk.doctype.notification_log.notification_log.get_notification_logs?limit=20&_=1775589576085 HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "GET /api/method/frappe.desk.doctype.event.event.get_events?start=2026-04-08&end=2026-04-08&_=1775589576086 HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "GET /api/method/frappe.desk.doctype.event.event.get_events?start=2026-04-08&end=2026-04-08&_=1775589576088 HTTP/1.1" 200 -
00:49:36 web.1         | 127.0.0.1 - - [08/Apr/2026 00:49:36] "GET /api/method/frappe.desk.doctype.notification_log.notification_log.get_notification_logs?limit=20&_=1775589576087 HTTP/1.1" 200 -
